noticedate,hour,process,line,usage,production,equipment_ct,shift,scrap,waste,label
2025-05-17,23,mixing,L1,65.86,85.47,6,night,2.55,1.55,normal
2025-05-17,23,mixing,L2,82.06,98.05,6,night,5.06,1.61,normal
2025-05-17,23,plate,L1,55.54,137.28,5,night,3.4,2.62,normal
2025-05-17,23,plate,L2,69.76,127.1,5,night,3.49,1.96,normal
2025-05-17,23,cell,L1,89.96,73.61,7,night,3.38,1.57,normal
2025-05-17,23,cell,L2,117.66,72.16,7,night,3.31,2.64,normal
2025-05-17,23,module,L1,43.0,59.82,5,night,1.88,1.06,normal
2025-05-17,23,module,L2,60.84,67.88,4,night,1.77,0.22,normal
2025-05-17,23,pack,L1,28.9,42.09,4,night,0.8,0.14,MULTIVARIATE_SINGLE_EQUIPMENT_LOW
2025-05-17,23,pack,L2,38.86,31.0,3,night,1.09,0.33,normal
2025-05-17,24,mixing,L1,91.44,98.91,5,night,3.19,1.64,normal
2025-05-17,24,mixing,L2,70.42,81.56,4,night,1.81,0.76,normal
2025-05-17,24,plate,L1,70.95,127.73,3,night,4.47,1.88,normal
2025-05-17,24,plate,L2,50.11,106.17,5,night,3.84,2.63,normal
2025-05-17,24,cell,L1,100.82,62.09,6,night,2.98,1.35,normal
2025-05-17,24,cell,L2,108.74,63.62,5,night,5.36,2.81,normal
2025-05-17,24,module,L1,60.04,48.68,3,night,1.48,0.37,normal
2025-05-17,24,module,L2,40.37,58.45,5,night,1.41,0.97,normal
2025-05-17,24,pack,L1,43.7,38.04,2,night,1.32,0.16,normal
2025-05-17,24,pack,L2,48.67,30.32,3,night,0.78,0.11,normal
2025-05-18,1,mixing,L1,97.54,84.93,5,night,5.3,1.59,normal
2025-05-18,1,mixing,L2,90.95,10.61,4,night,4.01,0.53,MULTIVARIATE_IDLE_POWER
2025-05-18,1,plate,L1,72.18,117.42,5,night,8.19,1.89,normal
2025-05-18,1,plate,L2,56.19,143.48,4,night,2.14,1.33,normal
2025-05-18,1,cell,L1,90.16,76.98,6,night,3.9,2.82,normal
2025-05-18,1,cell,L2,86.66,90.71,6,night,3.51,0.69,normal
2025-05-18,1,module,L1,46.84,55.3,5,night,0.42,0.77,normal
2025-05-18,1,module,L2,66.91,66.09,3,night,0.68,0.64,normal
2025-05-18,1,pack,L1,41.71,43.01,3,night,1.39,0.22,normal
2025-05-18,1,pack,L2,41.93,42.99,4,night,1.02,0.48,normal
2025-05-18,2,mixing,L1,83.82,82.67,4,night,2.54,0.88,normal
2025-05-18,2,mixing,L2,65.38,97.26,5,night,3.01,1.48,normal
2025-05-18,2,plate,L1,63.19,109.23,5,night,8.06,2.84,normal
2025-05-18,2,plate,L2,477.03,136.75,4,night,6.62,1.78,EQUIPMENT_RATIO
2025-05-18,2,cell,L1,91.57,92.85,5,night,2.62,2.77,normal
2025-05-18,2,cell,L2,97.21,63.07,5,night,7.71,2.39,normal
2025-05-18,2,module,L1,47.05,42.61,4,night,0.84,0.85,normal
2025-05-18,2,module,L2,63.5,63.32,3,night,2.48,0.94,normal
2025-05-18,2,pack,L1,57.61,35.66,4,night,1.35,0.37,normal
2025-05-18,2,pack,L2,55.8,34.11,2,night,1.3,0.46,normal
2025-05-18,3,mixing,L1,72.87,113.87,6,night,4.93,1.72,normal
2025-05-18,3,mixing,L2,69.97,111.32,5,night,2.81,1.61,normal
2025-05-18,3,plate,L1,7939.31,140.8,3,night,8.79,2.37,PRODUCTION_RATIO
2025-05-18,3,plate,L2,48.23,144.85,4,night,3.49,1.84,normal
2025-05-18,3,cell,L1,103.97,93.12,6,night,7.46,0.77,normal
2025-05-18,3,cell,L2,425.54,93.11,7,night,3.88,1.6,SHIFT_RANGE
2025-05-18,3,module,L1,47.78,46.81,4,night,1.91,1.07,normal
2025-05-18,3,module,L2,38.87,55.03,5,night,0.7,0.52,normal
2025-05-18,3,pack,L1,43.33,46.71,2,night,0.95,0.14,normal
2025-05-18,3,pack,L2,43.58,45.49,4,night,0.36,0.37,normal
2025-05-18,4,mixing,L1,78.32,103.59,4,night,3.73,1.07,normal
2025-05-18,4,mixing,L2,62.72,105.05,4,night,4.81,1.45,normal
2025-05-18,4,plate,L1,59.65,123.83,5,night,6.52,1.36,normal
2025-05-18,4,plate,L2,58.16,110.74,3,night,4.86,2.16,normal
2025-05-18,4,cell,L1,68.19,59.82,8,night,7.38,0.63,normal
2025-05-18,4,cell,L2,86.13,65.71,5,night,2.82,1.34,normal
2025-05-18,4,module,L1,56.8,42.35,5,night,2.24,0.51,normal
2025-05-18,4,module,L2,53.34,47.43,5,night,2.23,0.76,normal
2025-05-18,4,pack,L1,35.51,46.81,4,night,1.49,0.39,normal
2025-05-18,4,pack,L2,33.42,28.68,3,night,0.57,0.26,normal
2025-05-18,5,mixing,L1,92.91,90.26,4,night,4.41,1.41,normal
2025-05-18,5,mixing,L2,79.24,103.97,4,night,5.73,1.65,normal
2025-05-18,5,plate,L1,61.27,145.6,3,night,8.65,2.5,normal
2025-05-18,5,plate,L2,77.84,136.99,4,night,2.37,2.6,normal
2025-05-18,5,cell,L1,74.38,63.81,5,night,3.09,0.88,normal
2025-05-18,5,cell,L2,70.6,96.99,7,night,3.87,0.9,normal
2025-05-18,5,module,L1,59.89,47.85,3,night,2.67,0.24,normal
2025-05-18,5,module,L2,41.46,62.07,5,night,1.47,0.24,normal
2025-05-18,5,pack,L1,36.34,34.09,2,night,0.16,0.17,normal
2025-05-18,5,pack,L2,30.14,39.17,3,night,1.02,0.16,normal
2025-05-18,6,mixing,L1,359.76,105.87,6,day,4.97,1.78,normal
2025-05-18,6,mixing,L2,434.69,82.66,5,day,2.9,1.07,normal
2025-05-18,6,plate,L1,347.78,127.94,4,day,4.31,3.0,normal
2025-05-18,6,plate,L2,285,96.67,3,day,4.05,2.47,normal
2025-05-18,6,cell,L1,480.64,86.9,7,day,7.12,2.62,normal
2025-05-18,6,cell,L2,576.08,71.87,8,day,5.36,2.36,normal
2025-05-18,6,module,L1,337.91,65.38,4,day,2.73,0.68,normal
2025-05-18,6,module,L2,285,61.24,3,day,2.07,0.86,normal
2025-05-18,6,pack,L1,342.9,49.78,4,day,1.39,0.1,normal
2025-05-18,6,pack,L2,249.4,45.48,4,day,0.98,0.27,normal
2025-05-18,7,mixing,L1,380,110.49,4,day,5.84,1.71,normal
2025-05-18,7,mixing,L2,475,91.88,5,day,1.56,1.14,normal
2025-05-18,7,plate,L1,329.58,133.39,5,day,3.2,2.06,normal
2025-05-18,7,plate,L2,318.7,96.0,5,day,6.99,1.67,normal
2025-05-18,7,cell,L1,519.56,83.94,7,day,4.24,2.53,normal
2025-05-18,7,cell,L2,572.34,88.6,8,day,1.81,1.41,normal
2025-05-18,7,module,L1,342.15,50.87,5,day,1.59,0.25,normal
2025-05-18,7,module,L2,354.47,42.77,5,day,0.45,0.69,normal
2025-05-18,7,pack,L1,285,46.32,3,day,0.62,0.26,normal
2025-05-18,7,pack,L2,275.51,38.63,4,day,1.3,0.34,normal
2025-05-18,8,mixing,L1,436.81,80.57,6,day,4.72,1.01,normal
2025-05-18,8,mixing,L2,387.28,96.68,6,day,1.95,0.66,normal
2025-05-18,8,plate,L1,380,110.29,4,day,5.47,1.35,normal
2025-05-18,8,plate,L2,388.86,133.09,4,day,6.23,1.21,CONTRACT_EXCEED
2025-05-18,8,cell,L1,440.27,91.59,7,day,4.01,1.86,normal
2025-05-18,8,cell,L2,533.56,87.02,7,day,1.93,1.96,normal
2025-05-18,8,module,L1,335.48,59.14,4,day,2.37,0.64,normal
2025-05-18,8,module,L2,380,60.29,4,day,1.21,0.9,normal
2025-05-18,8,pack,L1,264.4,48.84,4,day,1.41,0.01,normal
2025-05-18,8,pack,L2,190,31.13,2,day,0.26,0.01,normal
2025-05-18,9,mixing,L1,391.52,119.45,6,day,3.41,1.37,normal
2025-05-18,9,mixing,L2,475,89.49,5,day,4.69,0.48,normal
2025-05-18,9,plate,L1,281.63,136.52,3,day,4.73,1.58,normal
2025-05-18,9,plate,L2,270.67,104.41,5,day,5.74,1.4,normal
2025-05-18,9,cell,L1,574.92,85.22,8,day,4.86,2.33,normal
2025-05-18,9,cell,L2,476.79,64.22,7,day,2.86,2.92,normal
2025-05-18,9,module,L1,350.86,67.48,4,day,1.43,0.41,normal
2025-05-18,9,module,L2,375.62,40.2,4,day,0.42,0.67,normal
2025-05-18,9,pack,L1,284.08,44.7,3,day,0.15,0.41,normal
2025-05-18,9,pack,L2,295.97,44.98,4,day,0.95,0.27,normal
2025-05-18,10,mixing,L1,406.49,114.72,5,day,4.11,0.89,normal
2025-05-18,10,mixing,L2,473.09,81.47,5,day,4.59,1.22,normal
2025-05-18,10,plate,L1,285,144.22,3,day,5.98,2.87,normal
2025-05-18,10,plate,L2,290.23,97.72,4,day,4.03,1.23,normal
2025-05-18,10,cell,L1,554.18,84.07,8,day,5.68,0.64,normal
2025-05-18,10,cell,L2,429.38,89.17,7,day,6.38,2.6,normal
2025-05-18,10,module,L1,380,58.16,4,day,1.88,0.96,normal
2025-05-18,10,module,L2,312.54,53.26,5,day,0.57,0.8,normal
2025-05-18,10,pack,L1,285,36.23,3,day,0.77,0.43,normal
2025-05-18,10,pack,L2,327.98,40.01,4,day,0.7,0.34,normal
2025-05-18,11,mixing,L1,427.03,99.09,6,day,5.36,1.47,normal
2025-05-18,11,mixing,L2,475,79.02,5,day,2.74,1.66,normal
2025-05-18,11,plate,L1,349.05,138.49,5,day,7.0,2.88,normal
2025-05-18,11,plate,L2,285,101.01,3,day,3.91,1.74,normal
2025-05-18,11,cell,L1,483.69,82.2,8,day,4.42,2.08,normal
2025-05-18,11,cell,L2,3778.3,60.63,6,day,6.27,1.28,PRODUCTION_RATIO
2025-05-18,11,module,L1,285,56.17,3,day,1.4,0.62,normal
2025-05-18,11,module,L2,341.12,49.24,5,day,2.64,0.77,normal
2025-05-18,11,pack,L1,190,34.04,2,day,0.82,0.25,normal
2025-05-18,11,pack,L2,285,30.45,3,day,1.19,0.31,normal
2025-05-18,12,mixing,L1,482.95,96.82,6,day,3.0,0.59,normal
2025-05-18,12,mixing,L2,475,82.15,5,day,4.89,0.51,normal
2025-05-18,12,plate,L1,385.66,149.37,5,day,19.32,5.54,MULTIVARIATE_SCRAP_WASTE_DEVIATION
2025-05-18,12,plate,L2,331.71,119.76,5,day,7.29,1.96,normal
2025-05-18,12,cell,L1,475,94.77,5,day,2.56,2.23,normal
2025-05-18,12,cell,L2,448.66,84.61,7,day,7.01,1.7,normal
2025-05-18,12,module,L1,441.0,40.42,4,day,2.09,1.07,MULTIVARIATE_EFFICIENCY_DROP
2025-05-18,12,module,L2,341.73,56.6,5,day,1.58,0.95,normal
2025-05-18,12,pack,L1,285,45.05,3,day,1.43,0.43,normal
2025-05-18,12,pack,L2,2171.89,39.69,3,day,0.94,0.46,PRODUCTION_RATIO
2025-05-18,13,mixing,L1,355.5,84.1,4,day,2.03,1.34,normal
2025-05-18,13,mixing,L2,469.85,100.18,6,day,1.79,1.06,normal
2025-05-18,13,plate,L1,285,127.23,3,day,6.38,2.99,normal
2025-05-18,13,plate,L2,285,131.76,3,day,7.36,2.65,normal
2025-05-18,13,cell,L1,510.0,61.59,8,day,1.98,2.52,normal
2025-05-18,13,cell,L2,464.91,88.56,8,day,2.87,1.62,normal
2025-05-18,13,module,L1,357.94,67.41,4,day,1.62,0.51,normal
2025-05-18,13,module,L2,285,66.48,3,day,1.6,0.98,normal
2025-05-18,13,pack,L1,324.92,40.45,3,day,0.77,0.32,EQUIPMENT_RATIO
2025-05-18,13,pack,L2,334.91,30.88,4,day,0.15,0.34,normal
2025-05-18,14,mixing,L1,380,97.67,4,day,4.83,1.77,normal
2025-05-18,14,mixing,L2,385.28,79.68,5,day,1.93,1.34,normal
2025-05-18,14,plate,L1,321.97,109.26,4,day,6.35,1.22,normal
2025-05-18,14,plate,L2,358.7,142.98,4,day,7.98,2.24,normal
2025-05-18,14,cell,L1,506.13,82.03,7,day,6.55,1.89,normal
2025-05-18,14,cell,L2,430.69,95.7,5,day,4.66,1.98,normal
2025-05-18,14,module,L1,355.22,43.19,5,day,1.27,0.31,normal
2025-05-18,14,module,L2,285,61.8,3,day,2.39,0.81,normal
2025-05-18,14,pack,L1,256.48,43.96,4,day,1.22,0.4,normal
2025-05-18,14,pack,L2,190,36.08,2,day,1.18,0.16,normal
2025-05-18,15,mixing,L1,392.5,96.99,5,day,5.24,0.59,normal
2025-05-18,15,mixing,L2,475,101.17,5,day,3.71,1.34,normal
2025-05-18,15,plate,L1,285,135.05,3,day,7.47,1.95,normal
2025-05-18,15,plate,L2,294.04,115.73,5,day,2.75,2.82,normal
2025-05-18,15,cell,L1,483.34,65.45,7,day,5.82,1.98,normal
2025-05-18,15,cell,L2,518.26,98.75,7,day,5.69,0.83,normal
2025-05-18,15,module,L1,338.41,46.51,4,day,2.73,0.39,normal
2025-05-18,15,module,L2,343.28,55.53,5,day,2.4,0.62,normal
2025-05-18,15,pack,L1,378.33,6.39,3,day,0.56,0.23,MULTIVARIATE_IDLE_POWER
2025-05-18,15,pack,L2,247.56,30.29,3,day,0.77,0.32,normal
2025-05-18,16,mixing,L1,391.02,84.69,5,day,3.23,0.8,normal
2025-05-18,16,mixing,L2,417.33,92.01,6,day,4.57,1.62,normal
2025-05-18,16,plate,L1,285,115.14,3,day,6.62,2.46,normal
2025-05-18,16,plate,L2,409.97,97.99,5,day,7.56,1.75,normal
2025-05-18,16,cell,L1,512.34,83.32,6,day,5.31,2.57,normal
2025-05-18,16,cell,L2,487.03,99.96,7,day,2.64,0.77,normal
2025-05-18,16,module,L1,370.2,46.11,5,day,0.95,0.49,normal
2025-05-18,16,module,L2,373.99,51.96,5,day,1.25,0.38,normal
2025-05-18,16,pack,L1,285,47.55,3,day,1.0,0.24,normal
2025-05-18,16,pack,L2,338.72,42.63,4,day,1.0,0.05,normal
2025-05-18,17,mixing,L1,383.64,101.57,5,day,1.89,1.74,normal
2025-05-18,17,mixing,L2,380,82.33,4,day,2.2,0.4,normal
2025-05-18,17,plate,L1,399.73,137.23,5,day,5.77,1.02,normal
2025-05-18,17,plate,L2,469.07,114.94,4,day,7.02,1.86,EQUIPMENT_RATIO
2025-05-18,17,cell,L1,565.72,75.06,6,day,2.08,1.3,normal
2025-05-18,17,cell,L2,528.42,94.92,6,day,6.83,1.14,normal
2025-05-18,17,module,L1,380,58.42,4,day,2.64,0.24,normal
2025-05-18,17,module,L2,310.78,62.9,5,day,2.62,0.69,normal
2025-05-18,17,pack,L1,190,36.22,2,day,1.3,0.25,normal
2025-05-18,17,pack,L2,190,44.48,2,day,0.48,0.27,normal
2025-05-18,18,mixing,L1,71.52,118.99,5,night,1.99,1.41,normal
2025-05-18,18,mixing,L2,74.64,108.71,4,night,5.71,0.68,normal
2025-05-18,18,plate,L1,63.62,124.25,5,night,3.09,1.39,normal
2025-05-18,18,plate,L2,48.54,112.73,3,night,5.19,1.66,normal
2025-05-18,18,cell,L1,113.0,73.73,7,night,1.76,2.14,normal
2025-05-18,18,cell,L2,83.06,92.46,7,night,5.89,1.09,normal
2025-05-18,18,module,L1,43.21,69.69,3,night,0.58,0.85,normal
2025-05-18,18,module,L2,50.52,60.21,3,night,1.44,0.83,normal
2025-05-18,18,pack,L1,41.89,37.82,4,night,1.02,0.39,normal
2025-05-18,18,pack,L2,31.13,28.35,2,night,1.28,0.4,normal
2025-05-18,19,mixing,L1,66.79,106.46,4,night,2.97,1.68,normal
2025-05-18,19,mixing,L2,94.37,111.52,5,night,3.97,0.74,normal
2025-05-18,19,plate,L1,59.41,118.55,3,night,2.85,2.75,normal
2025-05-18,19,plate,L2,77.63,105.02,5,night,6.44,2.28,normal
2025-05-18,19,cell,L1,95.35,64.48,8,night,4.75,2.55,normal
2025-05-18,19,cell,L2,117.6,86.49,5,night,7.77,1.46,MULTIVARIATE_EFFICIENCY_DROP
2025-05-18,19,module,L1,68.6,55.96,5,night,1.83,0.53,MULTIVARIATE_EFFICIENCY_DROP
2025-05-18,19,module,L2,60.44,55.97,5,night,1.53,0.94,normal
2025-05-18,19,pack,L1,56.07,47.91,4,night,0.45,0.12,normal
2025-05-18,19,pack,L2,41.96,32.81,3,night,0.67,0.03,normal
2025-05-18,20,mixing,L1,63.75,90.21,6,night,2.97,0.47,normal
2025-05-18,20,mixing,L2,90.42,106.12,5,night,2.11,1.07,normal
2025-05-18,20,plate,L1,78.4,119.41,3,night,2.64,2.62,MULTIVARIATE_EFFICIENCY_DROP
2025-05-18,20,plate,L2,55.83,135.56,5,night,5.6,1.05,normal
2025-05-18,20,cell,L1,56.48,81.09,8,night,7.36,2.47,MULTIVARIATE_SINGLE_EQUIPMENT_LOW
2025-05-18,20,cell,L2,94.51,79.7,8,night,2.0,0.73,normal
2025-05-18,20,module,L1,50.08,56.24,5,night,2.69,0.47,normal
2025-05-18,20,module,L2,53.27,47.44,5,night,0.43,0.47,normal
2025-05-18,20,pack,L1,30.75,32.13,2,night,0.17,0.05,normal
2025-05-18,20,pack,L2,52.99,41.49,2,night,1.06,0.23,normal
2025-05-18,21,mixing,L1,73.42,90.16,6,night,1.92,0.48,normal
2025-05-18,21,mixing,L2,69.33,83.63,4,night,3.83,1.54,normal
2025-05-18,21,plate,L1,59.17,133.41,3,night,6.81,2.49,normal
2025-05-18,21,plate,L2,50.65,108.0,3,night,5.97,1.99,normal
2025-05-18,21,cell,L1,93.92,91.63,7,night,5.75,1.08,normal
2025-05-18,21,cell,L2,106.81,92.46,5,night,5.83,1.79,normal
2025-05-18,21,module,L1,2893.96,47.65,4,night,0.72,0.89,PRODUCTION_RATIO
2025-05-18,21,module,L2,55.62,43.93,3,night,2.3,0.43,normal
2025-05-18,21,pack,L1,46.32,42.5,4,night,0.24,0.48,normal
2025-05-18,21,pack,L2,37.0,31.22,3,night,0.75,0.14,normal
2025-05-18,22,mixing,L1,95.39,109.8,6,night,1.74,1.29,normal
2025-05-18,22,mixing,L2,69.83,96.28,4,night,2.89,1.69,normal
2025-05-18,22,plate,L1,67.2,122.5,3,night,7.81,1.95,normal
2025-05-18,22,plate,L2,65.35,111.25,3,night,6.75,2.73,normal
2025-05-18,22,cell,L1,101.7,73.29,5,night,7.69,2.17,normal
2025-05-18,22,cell,L2,104.91,6.73,8,night,5.26,2.37,MULTIVARIATE_IDLE_POWER
2025-05-18,22,module,L1,43.08,52.9,4,night,1.22,1.01,normal
2025-05-18,22,module,L2,60.96,58.17,5,night,2.24,0.87,normal
2025-05-18,22,pack,L1,49.88,36.83,3,night,1.41,0.3,normal
2025-05-18,22,pack,L2,38.37,40.74,2,night,1.04,0.34,normal
2025-05-18,23,mixing,L1,86.55,107.26,4,night,3.61,0.6,normal
2025-05-18,23,mixing,L2,70.42,92.34,5,night,5.07,1.18,normal
2025-05-18,23,plate,L1,60.82,142.43,3,night,8.32,2.73,normal
2025-05-18,23,plate,L2,63.1,130.59,5,night,5.61,2.3,normal
2025-05-18,23,cell,L1,102.44,77.54,7,night,2.57,1.84,normal
2025-05-18,23,cell,L2,78.64,93.0,8,night,3.78,2.46,normal
2025-05-18,23,module,L1,42.16,54.69,3,night,1.14,0.26,normal
2025-05-18,23,module,L2,48.54,44.7,5,night,1.59,0.72,normal
2025-05-18,23,pack,L1,53.81,46.66,3,night,1.07,0.29,normal
2025-05-18,23,pack,L2,46.91,32.81,3,night,0.7,0.42,normal
2025-05-18,24,mixing,L1,94.08,84.1,4,night,3.53,1.55,normal
2025-05-18,24,mixing,L2,89.83,103.4,5,night,3.98,1.68,normal
2025-05-18,24,plate,L1,75.61,115.0,5,night,5.99,2.73,normal
2025-05-18,24,plate,L2,48.48,139.91,3,night,1.92,1.09,normal
2025-05-18,24,cell,L1,76.18,97.21,5,night,1.97,1.79,normal
2025-05-18,24,cell,L2,101.33,96.88,5,night,6.01,2.13,normal
2025-05-18,24,module,L1,57.79,59.54,5,night,2.18,0.88,normal
2025-05-18,24,module,L2,45.91,50.51,5,night,1.63,0.57,normal
2025-05-18,24,pack,L1,53.7,46.5,3,night,0.75,0.03,normal
2025-05-18,24,pack,L2,54.69,28.18,2,night,0.15,0.04,normal
2025-05-19,1,mixing,L1,89.43,92.0,4,night,2.14,1.42,normal
2025-05-19,1,mixing,L2,71.33,103.87,6,night,2.05,0.43,normal
2025-05-19,1,plate,L1,60.04,105.35,5,night,4.38,2.01,normal
2025-05-19,1,plate,L2,56.68,115.38,4,night,2.91,1.97,normal
2025-05-19,1,cell,L1,107.0,64.8,7,night,4.46,2.03,normal
2025-05-19,1,cell,L2,95.11,80.03,7,night,4.08,1.02,normal
2025-05-19,1,module,L1,65.66,46.46,5,night,2.51,0.44,normal
2025-05-19,1,module,L2,39.94,58.55,4,night,2.68,0.99,normal
2025-05-19,1,pack,L1,39.78,39.31,2,night,1.43,0.38,normal
2025-05-19,1,pack,L2,36.79,46.29,2,night,0.1,0.06,normal
2025-05-19,2,mixing,L1,87.62,101.88,6,night,4.62,0.46,normal
2025-05-19,2,mixing,L2,67.77,109.91,5,night,2.63,0.72,normal
2025-05-19,2,plate,L1,64.87,107.19,3,night,4.91,2.31,normal
2025-05-19,2,plate,L2,59.31,139.17,3,night,5.84,1.54,normal
2025-05-19,2,cell,L1,87.55,63.81,8,night,3.61,1.51,normal
2025-05-19,2,cell,L2,486.11,62.15,6,night,2.43,2.3,CONTRACT_EXCEED
2025-05-19,2,module,L1,41.14,53.04,5,night,0.44,0.65,normal
2025-05-19,2,module,L2,63.71,61.59,5,night,1.16,0.72,normal
2025-05-19,2,pack,L1,40.84,37.04,2,night,0.79,0.1,normal
2025-05-19,2,pack,L2,40.88,36.22,2,night,1.08,0.2,normal
2025-05-19,3,mixing,L1,82.15,117.57,6,night,4.13,0.45,normal
2025-05-19,3,mixing,L2,79.92,93.29,5,night,5.31,1.1,normal
2025-05-19,3,plate,L1,61.47,132.2,4,night,2.74,1.92,normal
2025-05-19,3,plate,L2,68.24,106.58,5,night,8.62,1.74,normal
2025-05-19,3,cell,L1,101.85,92.11,6,night,2.06,1.67,normal
2025-05-19,3,cell,L2,100.4,98.67,8,night,4.53,2.05,normal
2025-05-19,3,module,L1,47.72,51.46,5,night,5.15,2.11,MULTIVARIATE_SCRAP_WASTE_DEVIATION
2025-05-19,3,module,L2,47.94,52.63,3,night,1.54,0.46,normal
2025-05-19,3,pack,L1,46.71,35.43,2,night,1.41,0.19,normal
2025-05-19,3,pack,L2,33.8,29.45,2,night,0.99,0.35,normal
2025-05-19,4,mixing,L1,78.17,103.15,6,night,3.8,1.62,normal
2025-05-19,4,mixing,L2,66.17,84.95,6,night,2.42,0.68,normal
2025-05-19,4,plate,L1,75.54,111.2,4,night,7.02,2.59,normal
2025-05-19,4,plate,L2,59.85,124.67,3,night,3.86,2.51,normal
2025-05-19,4,cell,L1,111.18,70.7,7,night,1.98,1.37,normal
2025-05-19,4,cell,L2,96.25,62.49,5,night,18.61,5.38,MULTIVARIATE_SCRAP_WASTE_DEVIATION
2025-05-19,4,module,L1,58.25,52.14,5,night,2.24,0.39,normal
2025-05-19,4,module,L2,61.09,56.21,5,night,1.25,0.47,normal
2025-05-19,4,pack,L1,36.42,39.14,4,night,0.65,0.38,normal
2025-05-19,4,pack,L2,47.47,38.09,4,night,0.74,0.08,normal
2025-05-19,5,mixing,L1,77.62,110.62,4,night,5.28,1.0,normal
2025-05-19,5,mixing,L2,57.81,99.56,6,night,4.41,0.97,normal
2025-05-19,5,plate,L1,65.27,142.01,5,night,5.66,2.73,normal
2025-05-19,5,plate,L2,76.9,139.5,4,night,3.36,1.53,normal
2025-05-19,5,cell,L1,68.64,86.04,8,night,3.47,2.08,normal
2025-05-19,5,cell,L2,84.96,99.87,6,night,7.39,2.59,normal
2025-05-19,5,module,L1,54.99,58.57,3,night,1.43,0.71,normal
2025-05-19,5,module,L2,43.01,48.39,4,night,2.3,0.44,normal
2025-05-19,5,pack,L1,57.12,6.19,2,night,0.8,0.43,MULTIVARIATE_IDLE_POWER
2025-05-19,5,pack,L2,47.85,28.02,2,night,0.33,0.3,normal
2025-05-19,6,mixing,L1,437.08,115.94,5,day,4.05,1.31,normal
2025-05-19,6,mixing,L2,349.89,109.86,4,day,4.27,0.97,normal
2025-05-19,6,plate,L1,317.12,149.7,5,day,8.54,1.57,normal
2025-05-19,6,plate,L2,373.23,141.17,5,day,6.12,1.7,normal
2025-05-19,6,cell,L1,531.05,79.96,7,day,4.56,2.87,normal
2025-05-19,6,cell,L2,498.85,95.26,7,day,5.77,2.69,normal
2025-05-19,6,module,L1,345.56,49.58,4,day,2.39,0.58,normal
2025-05-19,6,module,L2,319.29,67.98,5,day,0.94,0.79,normal
2025-05-19,6,pack,L1,190,36.4,2,day,0.2,0.43,normal
2025-05-19,6,pack,L2,168.26,32.59,2,day,0.43,0.25,MULTIVARIATE_SINGLE_EQUIPMENT_LOW
2025-05-19,7,mixing,L1,420.91,115.06,6,day,4.58,0.55,normal
2025-05-19,7,mixing,L2,380,87.33,4,day,5.24,1.2,normal
2025-05-19,7,plate,L1,281.96,112.33,3,day,5.21,1.45,normal
2025-05-19,7,plate,L2,285,114.11,3,day,8.42,1.54,normal
2025-05-19,7,cell,L1,721.74,78.25,6,day,1.75,1.15,SHIFT_RANGE
2025-05-19,7,cell,L2,551.08,98.81,7,day,3.12,0.91,normal
2025-05-19,7,module,L1,345.47,54.61,4,day,2.08,0.37,normal
2025-05-19,7,module,L2,380,58.1,4,day,2.51,0.78,normal
2025-05-19,7,pack,L1,263.99,48.64,3,day,1.2,0.46,normal
2025-05-19,7,pack,L2,324.08,32.79,4,day,0.69,0.32,normal
2025-05-19,8,mixing,L1,398.18,116.96,5,day,5.22,1.24,normal
2025-05-19,8,mixing,L2,387.51,85.86,5,day,5.74,1.19,normal
2025-05-19,8,plate,L1,385.07,134.81,5,day,7.73,2.7,normal
2025-05-19,8,plate,L2,390.12,114.61,5,day,5.45,2.12,normal
2025-05-19,8,cell,L1,515.59,80.66,8,day,3.18,2.59,normal
2025-05-19,8,cell,L2,463.27,66.19,6,day,3.47,0.69,normal
2025-05-19,8,module,L1,380,68.21,4,day,0.84,0.34,normal
2025-05-19,8,module,L2,310.86,63.82,5,day,2.29,0.81,normal
2025-05-19,8,pack,L1,190,40.44,2,day,0.86,0.41,normal
2025-05-19,8,pack,L2,190,36.85,2,day,1.29,0.44,normal
2025-05-19,9,mixing,L1,380,102.83,4,day,2.44,0.41,normal
2025-05-19,9,mixing,L2,382.26,79.81,6,day,4.25,1.58,normal
2025-05-19,9,plate,L1,285,103.85,3,day,5.55,2.63,normal
2025-05-19,9,plate,L2,306.96,132.49,5,day,4.27,2.16,normal
2025-05-19,9,cell,L1,499.09,94.55,7,day,7.61,0.94,normal
2025-05-19,9,cell,L2,532.15,70.84,6,day,5.01,2.18,normal
2025-05-19,9,module,L1,345.11,58.0,5,day,1.44,0.21,normal
2025-05-19,9,module,L2,292.11,58.21,4,day,0.45,0.32,normal
2025-05-19,9,pack,L1,285,32.04,3,day,0.4,0.0,normal
2025-05-19,9,pack,L2,316.99,47.36,4,day,1.09,0.46,normal
2025-05-19,10,mixing,L1,356.01,88.3,5,day,1.6,1.03,normal
2025-05-19,10,mixing,L2,403.4,106.46,6,day,2.95,1.08,normal
2025-05-19,10,plate,L1,380,102.45,4,day,3.7,1.78,normal
2025-05-19,10,plate,L2,316.09,118.71,4,day,6.46,1.08,normal
2025-05-19,10,cell,L1,564.04,97.61,8,day,3.83,2.34,normal
2025-05-19,10,cell,L2,486.49,80.26,6,day,5.98,2.12,normal
2025-05-19,10,module,L1,642.66,55.74,5,day,1.33,0.21,EQUIPMENT_RATIO
2025-05-19,10,module,L2,400.93,53.9,5,day,1.66,0.99,normal
